index,y_pred
239,0.9372514867388659
240,0.31372454297575725
241,0.9774073641217172
242,0.7510044025516055
243,0.11256709148252934
244,0.6782071980285252
245,0.18557045121845522
246,0.1984543144625838
247,0.1385576260504192
248,0.1722611361060839
249,0.15065504873787902
250,0.17708732833069546
251,0.16240346708029726
252,0.19085639894759343
253,0.21354782697203376
254,0.15189529071255967
255,0.2749995956749285
256,0.1974604178190036
257,0.9599564684355103
258,0.6313198022950837
259,0.8163127810496996
260,0.10228525829469122
261,0.17127636684657993
262,0.1488587448929822
263,0.2724270642026246
264,0.27584312379771864
265,0.19717470052838382
266,0.23352709672425662
267,0.1735751611144421
268,0.17442779403645975
269,0.20778736920292168
270,0.19871015536155207
271,0.3258966194781822
272,0.8913609307359307
273,0.31376646935197033
274,0.18754409143410908
275,0.6687645736164507
276,0.18984351226043444
277,0.7048732431601139
278,0.1875176190891307
279,0.20832329919206302
280,0.20423823649350928
281,0.2366805783109744
282,0.7258660317271733
283,0.2845733400802407
284,0.234901585637861
285,0.756560318707918
286,0.3058657221481479
287,0.2174364716010652
288,0.23316555222979843
289,0.19002903168943042
290,0.19184400015865058
291,0.08568117953014066
292,0.18543931155247215
293,0.18473381124477548
294,0.19554694418683785
295,0.05389270493605126
296,0.27383209777910794
297,0.11495258489432357
298,0.12405953915702764
299,0.1254076422303411
300,0.35163692762530985
301,0.19577837020979044
302,0.20217812984183742
303,0.1742388819387015
304,0.19979855133452035
305,0.10892297850809095
306,0.24454568754854922
307,0.1607842129078737
308,0.18918934257876552
309,0.9816300155481592
310,0.2816595735423529
311,0.9881238514550305
312,0.12918496397880325
313,0.2595414674287534
314,0.864546235380117
315,0.2533788010918808
316,0.2786765677729047
317,0.4926541369141721
318,0.16886903362468442
319,0.1837162231397083
320,0.2789784626034365
321,0.21181551233955864
322,0.9234640317490542
323,0.08102651208075716
324,0.14568485523569313
325,0.1369725883949245
326,0.1898513257125111
327,0.13892549784956548
328,0.14532447196196863
329,0.8140835184559111
330,0.3514828844902788
331,0.017459963565080915
332,0.18476899390624704
333,0.1545285968539424
334,0.7359395152057786
335,0.17417138996439227
336,0.6001619318181818
337,0.10161995477922872
338,0.19457529049938485
339,0.18703206013020296
340,0.4016062022364679
341,0.21069989001956646
342,0.30770648093670117
343,0.39813950975636364
344,0.24452945981490035
345,0.46430070970695975
346,0.23612205765000563
347,0.2978013637879235
348,0.212362297699261
349,0.27497431210466006
350,0.9658503739525561
351,0.15708809065932794
352,0.2276666860052279
353,0.946006778818564
354,0.8164244227994228
355,0.3292633707104278
356,0.9933334505784623
357,0.703498163672077
358,0.25740546844478607
359,0.18901411485116995
360,0.2797692073127311
361,0.7943929239772872
362,0.284587832637693
363,0.2808691074179888
364,0.25018968544258513
365,0.3022003201077578
366,0.24885037114879963
367,0.4699637719256982
368,0.14223896185343812
369,0.9516011365226541
370,0.44412600675996006
371,0.1690865443475713
372,0.23631423312820524
373,0.282701382932002
374,0.2711878924689457
375,0.3568081027311977
376,0.4084992704046899
377,0.1764208986777014
378,0.18466164437211113
379,0.9971766189963003
380,0.4402212996536201
381,0.8373460497835498
382,0.2226272725796052
383,0.17780525329482544
384,0.5339846901392254
385,0.18697007219920483
386,0.13829568448710772
387,0.30786432642900563
388,0.3182957720552875
389,0.2660132321813847
390,0.2544279947065472
391,0.39276412048416254
392,0.2297000149633894
393,0.14977444415555163
394,0.1864704493444624
395,0.23809108213515234
396,0.18346219712752357
397,0.18566853154106067
398,0.27084275923111756
399,0.9921437680596393
400,0.18931941187075074
401,0.9633816890901731
402,0.9362400520913602
403,0.5556038266965483
404,0.217943714393052
405,0.8335230056272758
406,0.13823291114413444
407,0.10108226536691117
408,0.9669743174190786
409,0.14861119044184012
410,0.40006009307535195
411,0.9838161694679876
412,0.1466038111096429
413,0.9815010246723618
414,0.22822495706859744
415,0.7640675198998415
416,0.20535471946297515
417,0.12063345367258536
418,0.9548380410058382
419,0.8839142085984193
420,0.14860153133822818
421,0.16203238279168025
422,0.6749505806188282
423,0.8819108907646332
424,0.24461836945496226
425,0.23416673487488684
426,0.25075482101509294
427,0.1544909914466219
428,0.9818534675819154
429,0.07079395220670963
430,0.21800739738462838
431,0.5895578324948019
432,0.8798604657290532
433,0.38687264370405827
434,0.16164629574396333
435,0.9916627010631802
436,0.17219531313539996
437,0.9234553354058513
438,0.3160312280458747
439,0.12859676586843563
440,0.09807427419437566
441,0.7539214952325488
442,0.12968670013217964
443,0.5329928060334267
444,0.30791980777493305
445,0.622175043812278
446,0.18728997548982895
447,0.20318876637401168
448,0.1646399390577044
449,0.24950426611678364
450,0.7679910004706412
451,0.22844220507749605
452,0.17540632846220158
453,0.20134563142341244
454,0.9849733180314081
455,0.1743464958579826
456,0.1304879380473859
457,0.952237404697981
458,0.1093722705209466
459,0.2536171567022816
460,0.17109692751058522
461,0.22839959665603615
462,0.9701216470981968
463,0.8555462899093418
464,0.030849467253490238
465,0.17550069830542406
466,0.8698143262843354
467,0.7391447414582006
468,0.2478552550832451
469,0.21328595579032011
470,0.2223248133400951
471,0.1627538534854393
472,0.2484055174052542
473,0.07042496824137934
474,0.9918969951676505
475,0.12354808522477422
476,0.185339885046206
477,0.3887741882658352
478,0.7482650843234261
479,0.1615003041063789
480,0.9234613046571849
481,0.18181802398498528
482,0.1532792315319012
483,0.26951952557480147
484,0.7224376046715782
485,0.4033722210955398
486,0.1930597854273355
487,0.16882616540393883
488,0.1717430941620427
489,0.7670966910602895
490,0.4139110562338211
491,0.10326702743241432
492,0.10485251131426672
493,0.9837577982501244
494,0.1213720392484298
495,0.9651549219459971
496,0.9864052453649191
