id,output
19876641,192.89688
27959042,311.7511
5309343,245.79259
15888785,90.98624
3929669,103.74394
20070187,119.75106
35717508,382.69308
31341298,47.162903
5216799,150.91757
23042836,248.86768
26749932,76.00925
33558445,223.76115
29825538,199.85803
34593055,276.3938
12846584,263.3066
36282337,153.39754
22936827,71.181206
10123090,259.4397
25262795,115.936104
2451647,99.78742
35900353,330.55386
21215200,235.05241
35943648,215.5095
15798809,61.572563
32866678,193.08775
11687738,113.30363
9778978,121.01839
21025840,48.899326
24978091,217.30606
19716375,96.858574
16308331,85.75322
6968520,274.6528
22956809,70.75144
698327,56.68503
27589169,80.68149
31599484,250.53087
32812845,86.10697
33529806,130.94664
4735505,68.86107
24066510,82.71272
22654987,71.06692
2650690,186.19719
16032177,235.15924
30227667,451.11115
22019218,66.938934
22843793,146.7238
31212220,139.32433
16525573,218.5082
14689860,194.95074
22779542,1813.3091
7744805,162.54478
7853584,187.86157
35568112,341.30124
32252006,145.6074
5842819,82.03913
35010433,61.599754
29654013,74.26485
15816930,51.64363
27526910,96.16899
7369852,91.579254
31293545,162.29407
30093843,111.7243
9999939,109.82302
23897524,110.5163
32664246,143.14966
18811240,153.24849
11569227,113.632866
7421930,131.38246
14787061,58.107815
23303297,54.86056
19181881,339.65945
4738946,57.55841
33112368,41.398308
19341760,158.22586
1843674,160.90955
15496616,590.2325
4503472,163.76024
30793033,159.61797
6261696,62.805
17892920,144.76997
31389656,330.6263
18094196,196.18813
14827418,152.3185
20187779,53.40993
4746171,174.79312
36302780,439.17892
19490059,136.18027
14442338,246.77519
28736904,225.38074
30765849,280.05847
35005793,263.41403
6283933,85.46105
9944808,140.78432
31286946,131.31761
30071905,169.335
3832932,50.39103
12387215,117.59484
17848627,84.14595
8269681,81.77055
11869400,113.47453
19037873,39.470745
31148287,167.03542
36031639,66.007904
33627195,95.129776
13217755,67.461586
27623360,182.39761
32545827,212.69955
19306614,91.97448
34370542,89.21003
13027960,97.76616
12622115,166.04953
13115616,90.70954
31088379,245.92773
21224447,153.46713
16751874,76.2413
20832768,176.7567
1102942,279.88818
9633920,122.89972
34745985,340.4671
652515,167.67575
35870390,420.06534
16302869,35.18014
34490354,123.82127
9609800,68.00571
19085687,56.232758
2022958,181.1413
29124172,66.12117
14381060,52.62212
5261712,87.0017
35709825,575.4654
34152598,47.07949
33885308,49.522434
8309474,88.80577
20431492,63.907146
19015637,209.36896
11309973,284.31393
23765706,809.0298
8323015,123.82481
19825578,93.375175
29754544,61.264225
27216072,374.55264
31233576,152.41417
19913191,299.8965
2100887,263.14935
18704012,71.3068
36287314,213.31111
13800652,53.03877
8320129,182.52333
20193790,87.257126
16141887,60.13315
6161282,181.51544
282514,74.08427
22337421,70.87282
35353172,72.7824
6619100,331.38138
20649687,131.90842
7663043,130.05013
9791362,161.25021
31122807,303.0237
1077176,227.72537
19715121,97.33938
1797025,138.79715
11146878,275.4669
13173415,142.94821
26489146,179.8053
19853343,44.789707
24288869,47.233772
29391342,115.197586
27725844,54.23656
7545751,67.56783
4978241,198.96248
35864796,191.14928
8145339,167.6066
19915657,61.23066
13248742,83.65751
33942517,219.26628
14417576,207.28848
15333336,53.722916
9867629,223.34665
21902630,51.10296
177421,206.34161
7140625,75.653366
22321322,223.41821
13752672,111.81247
174966,224.91478
12025076,71.84825
15550900,266.10333
13209699,55.146408
24431205,66.42301
30734595,179.23158
12681206,38.785343
20794837,61.955837
19348168,68.57908
19390119,155.87286
2331148,202.80229
11650429,219.69154
12064423,51.344242
554165,194.19504
27329585,169.64577
17908179,154.20667
24041447,140.47597
33972459,147.68596
30731670,41.95237
9509369,139.73254
34065052,71.68338
45393,242.67342
9250241,272.87762
21860693,103.97794
412180,117.70788
26947508,255.67453
2994536,56.330997
23913344,252.74141
2969919,157.99574
24635506,65.90561
4994266,243.43532
9777669,127.52146
21313668,199.99983
30741199,186.58984
277207,105.772736
17006745,83.15771
17824129,241.55597
19639687,137.89195
26948057,154.67175
9882254,86.952614
18958724,52.995594
22379163,54.449688
20815250,199.36034
36112704,177.04462
22389071,210.52017
21324360,222.10999
31285720,84.75008
5067097,224.45865
34368774,49.620094
16469710,92.89833
27244093,79.82813
35124153,248.82124
30810475,178.29814
27857163,204.54987
18635370,522.0816
23820538,245.4223
26059525,241.61653
29760512,127.06496
13723312,137.32947
8126282,399.0877
23573326,-39.785973
36389944,343.5171
13572767,184.43092
20000184,64.57523
13876681,131.51178
30199043,130.91438
33945670,98.184456
9435428,457.635
15663513,188.43175
18908083,130.6076
34625721,83.633415
9713934,65.5877
7070947,111.84459
26398428,53.722378
5803875,130.80571
30063499,77.80456
29611037,88.17085
23752247,289.03943
1148144,107.95259
17900243,162.83168
26383523,156.82285
20991910,134.89905
19544404,248.51404
10695252,71.505936
14367644,257.394
35153060,61.02588
7917755,183.90955
11753792,113.97103
2214256,150.8944
7858096,127.385735
8304576,180.88583
1323801,19.082273
9425357,86.35628
13900712,121.14439
8387338,109.64207
29133348,117.453156
33366167,49.54706
29134423,84.18479
28379264,133.8906
9496398,162.24901
22466002,138.40535
30314104,333.76355
28432700,176.74023
4341158,113.14538
22568702,83.902695
3811639,130.67613
31224656,88.15012
20936537,57.835598
12446548,109.09982
351859,313.84067
32240110,277.697
15289766,239.57385
18549136,242.11884
3684144,70.189445
32821769,282.35495
20570327,358.3083
18221952,57.526947
5325551,91.51052
30387425,302.8909
21394087,63.569458
2151106,141.87706
937678,124.67539
35379623,168.32977
22472801,107.00559
32653951,92.94052
10509662,140.42905
30389608,229.16595
16739146,123.48137
3172212,33.14845
4607923,166.9593
34285600,92.19065
874706,109.85346
3533180,167.36649
34356012,253.02258
14566213,249.18298
9496094,196.54071
2165933,401.27533
5706202,152.66725
610118,242.03766
6784378,83.86961
34870577,-54.32056
29337912,221.47969
35548672,85.39774
17376200,56.38164
35816788,271.9453
16160621,303.88193
36438336,59.805443
2627940,163.85376
13065655,170.5141
33820675,71.12997
5720569,113.41819
26504376,199.74527
34208055,55.290924
28971865,57.12764
25183760,191.2578
30952008,19.55777
33689398,78.91743
29849903,295.12506
10247799,70.0451
29780690,57.055
34301415,360.64877
33595791,152.40747
17447150,147.66505
35456139,38.626175
19227077,176.74182
2362357,67.36198
11963123,207.8516
9561251,87.03958
29242098,54.494835
27165702,270.04245
12050885,64.39975
23450541,86.32188
12870344,211.9337
1677887,41.68619
26477897,55.246853
23933041,184.78978
21966757,127.53927
6364117,66.113075
29829412,112.901184
8028767,57.191143
24919299,182.7966
35807159,140.69562
31707011,252.49963
22980068,123.77246
6255407,104.465454
8729771,185.70134
13358265,180.37952
26771228,186.18524
23469535,87.72877
9431085,221.73875
1023181,67.0813
32984848,237.75464
33210106,515.068
21864653,108.81698
9168809,56.461758
33212719,161.9583
25938492,92.01506
13625381,59.19859
3741405,146.63698
258686,12.989394
16488787,108.17293
905425,188.7714
18472494,140.3175
21765318,77.39502
12433898,81.87342
21344179,485.37738
45556,87.3851
5179785,146.06227
5749382,67.08954
9463261,73.86094
30124398,135.81995
8069316,93.99856
14278303,149.54816
11553543,61.65366
4217268,94.09766
4379307,191.74287
31669844,92.347176
25031182,74.39568
6821839,125.298805
271694,350.07352
18375685,155.62015
23379996,78.82477
333189,81.524216
5364337,219.8416
31292343,128.93529
14622053,45.264526
24200751,108.318306
34970126,212.0262
16414567,146.50797
12333601,236.67471
30439949,212.50522
34397646,163.31656
18358437,87.774445
1519957,69.068886
15876032,83.464424
18535402,48.18106
13044996,95.72805
35402354,178.66634
1914231,155.5766
20150588,53.62105
8014811,133.95937
23559210,301.07056
35145342,34.35013
6797905,200.56085
30351170,125.45005
6209799,222.69182
31815470,108.75765
12132427,212.43883
19051802,191.10114
1818411,291.2631
19246114,174.13795
6938827,179.55031
272026,201.698
25871075,214.87178
30595234,143.84094
27364187,76.714905
29412375,124.47133
9529332,214.61765
139624,121.073105
26419291,42.546726
7574757,55.099354
11949531,58.1577
34370061,155.48973
23623267,278.92398
7215836,91.484474
14166695,89.76279
22339430,33.80025
11147993,109.96353
32427203,27.047602
32942408,67.85302
25030446,501.85483
11305912,566.5094
29535938,141.04678
3368441,155.54129
367042,139.98782
35876561,187.88518
1578103,113.88789
36423179,93.26345
189732,127.08455
14183900,198.85094
21467409,153.84157
1427084,57.199146
9369514,15.661362
21549879,179.56897
25584852,48.3461
35883107,225.51562
22934602,144.87909
30393778,234.27968
7411421,237.02089
10540383,78.12694
32549565,265.83765
19450121,123.73234
35354567,88.23271
35947579,268.57916
13495754,185.6897
5033691,131.54459
489018,168.31175
23762605,84.68702
1958765,188.5461
3898329,200.50789
29192462,139.01994
28751375,40.138603
29302018,145.94827
33406321,59.450706
23062725,112.74986
435776,148.93025
27454358,44.357075
12108512,50.772686
22213508,197.38058
33735398,128.48286
11753760,97.08636
34385166,72.72952
9529662,61.44937
13064913,166.26645
17522686,132.99738
33270782,65.616
7230002,104.28035
3168120,198.91791
10827775,126.00128
25126089,114.54514
25192771,125.336105
33521985,177.18245
23965055,139.0529
35672714,154.84229
8365647,54.74105
23723855,104.67996
34706742,66.09428
33745548,92.05883
32724719,151.68495
26050704,91.50314
13411560,208.73262
31499524,136.03146
1979076,134.10767
27957371,35.15902
8951480,168.3547
29506320,156.07315
7378773,150.8048
28015516,71.43571
25346963,212.41382
28837152,115.267555
13435285,286.0316
28541238,61.230495
35023464,209.34634
15995824,63.697784
35081477,234.14604
6812924,136.15114
3584528,131.12318
23158057,183.47617
690675,151.9411
27570463,60.216667
29146446,221.35817
27369713,56.762905
29081201,115.29192
23630582,186.5578
986727,171.18503
20636966,202.59834
2995701,99.16737
18375246,62.08651
7575626,220.4589
30937594,254.13467
17157438,54.952908
19691108,144.98462
14556236,100.081955
25931882,94.65561
31514807,450.02347
505315,75.47805
13451599,214.45601
34471524,245.08519
12950979,88.01288
1300950,106.54406
35125696,60.702003
23660051,59.080147
2271792,189.46198
10070145,226.85057
30402045,88.87586
126816,50.858067
8481074,180.81023
34840495,194.92719
13880697,84.65913
16190577,77.85165
12089661,103.917816
23751205,222.28973
3608353,72.10584
16905585,226.41434
23741304,53.37007
21796834,59.14888
30036390,179.56476
22251884,437.5897
204833,65.71833
10500406,124.02397
34318362,210.3895
13859473,125.566246
34868182,382.7622
24670583,26.574327
32969639,210.81752
29703465,141.46843
34909275,122.739586
22513363,73.062096
8630560,172.24988
35803121,92.170815
25448475,68.542755
2028677,123.41009
8709326,82.37849
18283367,51.032227
34598372,117.08965
35247808,44.170486
13709910,64.516075
33592068,291.44397
18613981,36.503353
35005963,215.19208
17218433,262.48248
19471948,110.298134
21512337,186.8965
15177635,177.30136
15421279,69.76301
9132614,73.927315
10083881,126.35127
12558307,242.76344
23812583,119.80324
7596341,157.75072
692567,57.952805
160609,204.63347
15454216,74.42555
3765095,79.82023
1847261,454.21234
31906580,71.9678
12133746,63.06647
18235200,60.007896
28711718,47.05721
21514623,97.84405
21288895,191.7799
8665047,178.68231
6138423,275.85617
35715071,69.563675
21667615,219.812
19751205,223.2864
36402818,125.832405
29756451,181.9854
9997980,97.654526
17632790,831.03424
26458835,95.3351
30937590,259.9977
2185842,310.62842
21607905,107.38719
5977676,167.823
10930279,320.2896
19671061,72.88348
9616453,70.659775
6922490,174.4584
13117282,108.026085
26840646,146.45592
25109931,88.51956
7403108,242.63014
2908417,48.914715
4547143,62.00889
34972828,121.10503
306799,57.54646
9823085,54.478485
19674542,65.04828
32920999,84.94823
28020352,333.64447
7880998,243.3414
22583959,90.77782
17904788,166.77182
256328,379.53687
4582684,216.79375
29916697,297.67282
20445845,152.00125
20532190,160.71242
26689797,145.02184
4800921,221.60895
28589725,23.228128
32218803,155.34834
19650084,49.014427
30941744,366.80893
890839,377.2428
24289510,193.05513
22044485,63.096855
2294594,263.0531
9412913,78.11594
8533225,126.02407
33348833,180.46477
23184876,196.56944
30293230,83.85907
24248461,68.29232
31339600,66.10419
6660816,132.15352
12113494,245.4618
2722983,149.5941
23560164,230.42418
623423,490.28613
15495441,89.369125
13108191,247.38205
16749005,156.66075
4802374,141.9835
6389473,448.36703
11547077,171.12073
11199645,52.78828
29332188,121.337746
18191892,123.77052
29967433,71.17389
8131995,199.49901
18718070,127.25323
30293703,289.68665
32898133,58.24058
810346,68.23279
7546944,116.958824
11387473,247.81543
36428210,70.78643
35219177,87.44532
33523818,46.131607
35330965,279.43945
9342478,73.485664
35571189,257.83087
34549395,154.60403
9676890,82.332664
1728938,130.82613
3641819,170.09885
26868019,75.14544
29012563,73.54428
25396834,65.69571
13281809,81.53812
32288165,189.89673
21027809,140.95468
29491140,181.6569
35602964,341.99628
10502523,55.78774
3616173,167.02434
35635841,332.2347
20420499,72.53903
26420017,230.15448
453317,49.687263
12153709,148.61804
21771395,63.10172
6140695,142.18295
20300,131.42375
6179073,36.936043
1669149,159.04541
2400614,282.33127
7928917,318.5337
33194789,457.79172
6969011,49.708973
16659292,144.4705
4690677,195.19624
35354079,253.36726
19551198,196.15341
29588528,59.927807
14959206,139.77345
25499011,125.69644
35128367,205.67444
12582348,73.885506
17210810,196.53299
6570718,90.90545
19414813,194.62692
19448302,57.79861
27363172,133.35724
29623888,135.58841
1264695,313.80502
7999574,194.31795
20171578,130.48552
26916664,64.892456
18506841,227.28903
10034709,68.77012
10408285,337.36603
5470350,53.47074
5284341,72.65664
22842339,63.281048
3829609,123.21153
34259050,40.698082
21513143,54.03624
4428854,95.66928
21312225,158.25159
12332789,87.033295
14426680,190.10669
30704165,160.27235
3567258,203.71445
30404664,92.72594
24356663,127.42452
28344821,193.84267
35028223,274.69113
6851700,80.73109
4296710,51.595943
8813854,165.02101
12252513,190.20868
21959796,192.87215
321136,131.5218
7791636,188.85172
33725862,23.129728
2489407,103.70876
19538717,157.11513
5227024,72.027885
20993138,137.71791
36207836,73.804214
14835670,125.7497
21298222,121.82087
1150398,72.08752
22502171,86.2086
16213157,169.69458
17031720,91.582596
25158455,162.92468
15377187,63.196373
14988596,122.88504
20773084,65.25229
385190,47.371983
36449941,88.926636
27901243,58.75907
34391964,361.9317
34868954,267.24658
21981036,181.81155
13866112,203.2229
19717632,80.84904
29440688,98.65685
4197760,192.6362
4884601,237.99995
13616684,242.89575
25441693,132.5911
12170991,74.60812
3476431,140.28847
19102698,99.33379
15133721,78.35722
22164005,89.42514
16504986,60.245514
27733012,66.150665
33971428,123.95049
32517517,37.89885
1051575,103.91715
13995561,50.289715
9443911,206.44583
7966153,275.45218
22280432,93.89149
25367421,171.95648
9504843,131.93843
26190785,50.699707
4967004,201.89948
15997880,123.691475
34624240,84.07297
18309683,182.29721
34316984,83.05435
36412880,104.122375
20896775,78.80185
31313153,79.0986
14159853,109.16499
32591286,39.35898
289288,174.23738
2430828,94.0491
35416674,362.57535
10332393,194.04277
13697770,340.3644
34946772,74.679474
17619003,216.53368
3411815,120.65968
17573354,204.03865
29215529,238.087
850097,284.0866
3004348,129.20357
10257476,134.84326
33933219,389.57974
17944140,11.0858965
406992,225.35487
34169778,84.4989
10477767,185.28519
13486680,59.00109
4567765,233.91577
27788826,157.85942
35408369,228.91568
34563256,399.53635
7535791,160.81
11438189,129.72217
15941474,70.40967
13845597,160.6092
10157256,280.16895
20968166,92.50966
16252722,86.697
13192217,59.134247
33406391,248.69905
24086704,56.573887
18795448,74.9976
24922519,130.86774
343971,192.68446
10072678,161.20096
15179994,87.83917
14139187,51.82025
33405611,123.782715
36322148,86.30836
16772578,67.34688
28313785,239.90309
19830557,81.6393
20665380,98.38046
13341820,271.9555
30378764,176.29128
11990841,247.16145
9798242,124.894295
16193259,28.685163
35871036,128.83333
19719874,245.54161
30687126,46.65265
9775146,137.83154
6571890,243.77385
28507308,163.44121
20581903,56.312157
30344630,321.26062
7417520,164.41547
34341669,159.67155
24042332,59.807686
5846745,97.832985
25453535,166.74196
33580893,336.63855
32494991,319.25912
1582540,223.01964
8869029,111.57844
27424575,14.5854645
17515391,215.13545
6479956,100.529785
27846079,132.75977
14821756,39.257515
56525,168.10579
22011027,229.89394
30394467,326.44724
26026530,58.87
35954804,179.77785
24043603,192.52017
30930863,70.38943
17224136,137.21252
5211090,189.20918
4861046,145.9371
7259369,228.48323
6763899,48.706303
30062210,72.7989
19270160,211.34123
7432146,57.844025
34945599,174.37514
9313531,102.94226
30200473,48.431946
26188757,146.98883
6626894,332.88504
1217318,90.71128
22825784,148.051
4393628,61.417213
823880,92.59709
25205932,52.53501
22276602,101.71771
18094212,242.68544
33532516,189.00514
34705589,417.55142
2414157,32.033916
36238864,184.85672
19532157,91.44318
20635939,270.25742
20675173,53.45608
20663839,105.33844
19517513,68.77431
18670480,144.52974
14568858,147.3518
22088409,53.44792
27499097,55.79749
32552560,248.82246
17497948,161.61649
7134343,146.80685
17298590,148.78291
2037508,137.51204
1651595,528.469
29884872,90.46963
21845154,145.36836
998887,156.11986
5707711,49.05159
27199508,272.49564
18802366,63.638885
10666314,103.10953
1056804,216.33368
8951315,63.941483
98330,395.78403
15484901,136.78236
33767710,63.964333
30255425,64.70237
21440393,117.502174
6982174,89.01255
12834386,61.99315
19349497,200.73308
29838679,46.82161
17946985,64.800865
35644555,83.92512
25937419,77.359314
31409739,163.60959
1043046,203.4816
8934119,284.32437
27301758,128.3256
34974562,218.59076
17839052,134.52429
16721137,260.51035
31950380,88.68907
30109916,96.65075
27137301,57.626194
21064623,172.08658
28095496,191.99413
32428327,46.99735
34593016,284.37808
5784146,187.49155
19874726,190.5969
35842268,266.263
36335028,130.44533
33434235,37.84807
29126674,138.06628
15807946,53.241665
29518745,168.12898
11750272,112.425804
29411009,500.38364
4069681,157.72418
4000621,160.98853
35007203,294.2515
32546490,113.29902
33295429,80.20761
28761069,104.32099
4109246,59.255554
27156174,47.634056
36236981,252.02284
33709566,49.56288
925730,209.94469
9684998,170.14037
16097690,31.470592
4616865,48.465225
9839532,84.547935
980098,317.03473
16613506,41.703407
26735305,187.83717
20420152,161.13235
12511986,80.03027
13673951,85.89546
18686508,57.955383
34210645,136.16196
27285058,36.464184
10454844,419.8654
3993392,247.55058
20137618,107.4728
32968738,67.549164
23654584,10.943575
25205044,53.781734
1702581,98.513084
36438110,325.8159
14759511,143.6929
28893129,50.288937
35151658,76.01256
18857875,130.42393
4479625,184.85184
19811816,230.31435
20615932,117.784065
30325604,85.22173
30141411,98.142365
14205217,81.88909
36308266,36.097713
144087,170.7196
7612100,72.096085
27836216,65.6543
20022549,37.941944
20196860,60.045593
20056034,132.38353
29879394,80.9794
18408236,198.03972
22321252,97.839386
263888,194.51198
29585263,58.594368
9488756,47.107525
30120427,110.23582
21516443,76.346725
5204458,140.64705
35573815,127.98352
29333330,39.36423
17314298,218.0145
13927957,137.02454
13569725,183.859
21281051,127.96946
33431978,73.02476
16023497,219.84688
33197108,369.96017
19716501,68.73689
1036498,71.88878
36235186,183.90335
12833187,124.79437
5371463,158.16222
23926532,61.67257
20506551,48.043354
32306527,69.38569
8101848,135.39832
32042717,104.04505
10035098,198.04535
29409370,57.428696
22000376,219.8209
28730126,203.45882
29411649,56.56895
3670659,105.76663
8213015,153.56522
12553612,78.587364
21210250,134.93108
7982720,140.56802
33636535,304.9416
15095005,173.35727
11584288,90.99799
22325426,51.11657
18309885,73.21328
17702057,177.78688
34711272,81.32486
32967426,73.41427
7524934,77.22879
34202651,295.76718
18735631,122.2348
31761417,128.03967
27933622,100.562546
16174929,63.009647
13431664,47.565525
26868493,132.8898
59855,168.5339
29644544,109.99959
18806323,185.39957
29929331,88.06435
36481615,81.4299
25211991,57.507397
30326749,183.14455
14230982,159.20651
10000943,186.38959
27062294,124.599434
36415915,268.01965
18271460,76.42439
27429253,34.755302
30761478,186.96663
23576986,60.662476
3534137,81.04865
34676486,301.34244
15733597,75.0682
21104475,44.872322
19194997,178.32962
20280692,134.3918
865355,56.43007
8313551,88.62675
25515325,226.53601
30688621,110.16105
16582351,129.30629
28385896,61.93879
802677,182.95831
1175400,88.31999
18159825,97.99333
7227418,59.58844
16251963,61.612083
26803556,139.68243
12465732,87.59109
7597750,51.530975
10158141,178.0726
29543072,18.382215
7851753,113.97249
5181720,65.379684
22321708,60.584377
25208234,123.31667
30689655,119.24779
32520381,154.9039
14287,276.80872
14577253,476.367
14918238,59.95125
31101814,62.75705
28763578,20.781687
12089013,294.19833
25374851,212.74405
7507877,66.20813
30231880,223.96129
35932913,91.32243
23650576,79.66439
21625502,162.0376
18817404,72.8974
21877231,106.24617
13765949,148.20212
31139974,141.46632
19766387,82.76063
2193902,253.09486
21460319,177.2096
20211113,150.39236
2722391,68.51195
9425220,53.04361
3739712,118.43928
16581779,131.52284
9790355,493.992
1535607,83.623695
23628745,123.0287
13392143,56.947487
7433796,24.554562
9607855,249.87578
27190713,86.2234
6255597,150.02757
30979178,169.6298
33467176,161.61115
36201798,31.760511
27492139,130.62648
33138453,67.38243
19472906,218.429
30499051,226.20746
26240434,118.086685
6359266,69.693
27925678,190.71977
16428383,78.96003
33913702,149.72112
5850148,62.93012
30502203,68.42494
16171293,85.16409
2529085,177.50352
21983547,281.2387
36075404,60.90417
6467264,78.34328
33292234,180.59505
28661866,78.85249
21865416,487.42145
9580218,160.65918
11005300,221.05891
20734,195.74829
33087999,48.130207
34228341,53.617004
36065361,256.43967
28454118,159.31915
23149641,253.88127
18152217,70.012276
34125558,42.253273
12129245,64.44341
10367884,156.48149
30914235,89.9941
886808,43.33754
1665498,638.861
18577989,60.21182
23820164,108.94933
8993871,47.87323
18787858,192.28801
18423938,283.33908
9971730,356.4003
75193,85.14578
1744216,128.89398
27336951,236.18372
32400749,221.98796
9107772,990.4909
33660966,127.275024
28540662,68.69475
182069,220.86815
25476838,121.656296
27363157,278.31357
4513190,167.96597
34953317,346.33926
32897839,60.330593
1157036,7.0226903
29635732,122.46733
30267337,198.28282
9545059,63.999123
12566957,132.94147
19823964,41.034893
19271084,48.890312
8482952,191.74287
36164059,86.554794
27834828,75.696335
1089619,39.12597
21271180,56.54815
8621133,255.39467
892704,142.17024
16757281,47.551346
16018596,63.880592
26805522,147.0031
2847652,66.4357
29852434,128.98181
10829701,66.25229
18005542,63.642345
12698900,103.59905
31055032,246.44362
15321861,44.69572
21127460,141.81097
8182759,264.61948
18013489,102.54418
16807028,606.96735
9298895,89.938286
22628116,87.58009
28344470,216.39967
31087703,365.1334
27454904,180.8421
24387440,189.98405
18361045,207.06007
4509357,74.635315
21298561,281.1832
12005922,322.27405
36312324,379.8697
921585,161.82434
22148115,304.01956
30984634,55.29751
20394608,29.168724
6760893,163.40794
35037586,315.7165
18680331,151.74207
33023192,72.43996
16965705,49.96223
15783719,71.35521
30957964,161.71501
29432994,216.07631
13016389,325.45636
12740226,81.231285
34981344,125.952225
28334760,92.85253
31570962,183.89548
10085449,139.86464
9211087,311.7251
34714231,158.40378
23842204,60.286327
16323461,93.42369
16287863,185.22598
20932707,87.62019
35948011,315.58035
26036850,225.19948
27758562,129.99207
34938410,63.248158
34926055,196.02525
17512466,154.61243
2641730,58.646015
15358881,206.61102
21813407,158.65723
3627589,62.799603
20275223,66.9233
3122636,171.32321
23978220,76.1312
28490526,149.57721
23714194,201.09805
28346064,187.00153
5904522,295.93283
21098717,172.47948
1771965,181.45728
22066317,77.67284
7034953,108.61041
31248288,45.211906
12905314,53.44782
25399303,83.248024
28340698,102.76004
34654078,58.466152
9842492,204.44737
14463527,50.6372
25132635,119.680115
21306332,207.73152
29945283,56.590374
773993,83.23251
19981889,69.61032
837958,90.598274
7240563,130.68542
4517848,91.16494
7216192,67.53145
13288854,62.25054
34949542,38.339466
35790090,276.1337
27108423,259.424
12404734,81.70423
35345097,350.4159
34629490,181.15402
20148004,64.29654
26979053,51.52127
27901436,177.77313
18313864,35.483772
13140220,193.21313
19983575,55.413555
14043849,82.428894
20145152,201.88773
4786030,139.68146
34490379,210.20442
22373272,196.4884
7618832,409.45413
26142708,55.877945
30476876,69.35562
24099108,231.93768
3914400,73.194954
2250790,67.244774
25551687,100.335144
30112272,198.78883
21729245,147.09067
1856261,132.82127
34177796,425.64145
9759592,48.732285
13129533,61.74804
21660113,16.849108
20695930,90.55207
7665230,18.803173
16113712,165.90672
20070549,74.44902
32731541,30.25818
13294856,0.5416155
7306096,46.262695
21437933,98.67664
3905849,208.25374
30706271,129.91104
22435019,203.2131
36419441,287.26083
